model_name	split	mac_precision	mac_recall	mac_f1	support	model_type	ds_size	seq_len	fold	best_val_score	epoch_stop	total_time
2CNN_pool_fold3_50bp_2000seqs	test	0.3255004351610095	0.3188405797101449	0.32213608957795	400	2CNN_pool	2000	50	3	0.2533538621664047	1385	88.14581394195557
2CNN_fold1_150bp_10000seqs	train	1.0	1.0	1.0	8000	2CNN	10000	150	1	0.0478052197508513	3432	1001.6609420776368
2CNN_fold1_150bp_10000seqs	test	0.9761882673538042	0.933411379882198	0.9535140099640002	2000	2CNN	10000	150	1	0.0478052197508513	3432	1001.6609420776368
2CNN_fold0_50bp_10000seqs	train	0.9875929274663452	0.9998724489795916	0.9936667000279776	8000	2CNN	10000	50	0	0.0427879823446273	1915	552.5473167896271
2CNN_fold0_50bp_10000seqs	test	0.8489079627773637	0.8265425468432986	0.8370945069058277	2000	2CNN	10000	50	0	0.0427879823446273	1915	552.5473167896271
2CNN_fold4_50bp_10000seqs	train	1.0	1.0	1.0	8000	2CNN	10000	50	4	0.0268661666773259	2371	613.7802255153656
2CNN_fold4_50bp_10000seqs	test	0.9013537560910708	0.8303944384771452	0.8633984793220462	2000	2CNN	10000	50	4	0.0268661666773259	2371	613.7802255153656
2CNN_pool_fold3_300bp_6000seqs	train	0.9807463704569814	0.998484123184937	0.9893577712076946	4800	2CNN_pool	6000	300	3	0.4126227839787801	3089	554.4186916351318
2CNN_pool_fold3_300bp_6000seqs	test	0.6207107843137255	0.5515122304595989	0.5788197187500688	1200	2CNN_pool	6000	300	3	0.4126227839787801	3089	554.4186916351318
2CNN_fold4_300bp_2000seqs	train	0.6584413632510132	0.9247222567832356	0.7399360058598731	1600	2CNN	2000	300	4	0.7468148589134216	129	35.07696080207825
2CNN_fold4_300bp_2000seqs	test	0.3417131779309914	0.346017316017316	0.3373994327188127	400	2CNN	2000	300	4	0.7468148589134216	129	35.07696080207825
CNN_simple_fold3_300bp_2000seqs	train	0.8259033923303835	0.9823935284320724	0.8899941098718344	1600	CNN_simple	2000	300	3	0.6147301387786865	89	27.24184823036194
CNN_simple_fold3_300bp_2000seqs	test	0.3432597703250175	0.3355411255411255	0.3384687095659442	400	CNN_simple	2000	300	3	0.6147301387786865	89	27.24184823036194
2CNN_fold2_50bp_2000seqs	train	0.7275985663082437	0.9948914431673052	0.8243763520359266	1600	2CNN	2000	50	2	0.3228535366058349	681	58.03041100502014
2CNN_fold2_50bp_2000seqs	test	0.3254799301919721	0.3179880647911338	0.3216903837861147	400	2CNN	2000	50	2	0.3228535366058349	681	58.03041100502014
2CNN_pool_fold2_300bp_2000seqs	train	0.9091001190385736	0.9926243159647872	0.947391153055149	1600	2CNN_pool	2000	300	2	0.813955750465393	1323	165.25503396987915
2CNN_pool_fold2_300bp_2000seqs	test	0.340016708437761	0.3463203463203463	0.3423506743737958	400	2CNN_pool	2000	300	2	0.813955750465393	1323	165.25503396987915
2CNN_pool_fold3_150bp_6000seqs	train	0.9849587978007212	0.9994809047089358	0.9921311809331512	4800	2CNN_pool	6000	150	3	0.0825570531686147	2822	477.7780079841614
2CNN_pool_fold3_150bp_6000seqs	test	0.9167297634845056	0.9881908324968824	0.9499315592676262	1200	2CNN_pool	6000	150	3	0.0825570531686147	2822	477.7780079841614
2CNN_pool_fold2_300bp_6000seqs	train	0.9335833333333332	0.9941758417105472	0.9612035651458744	4800	2CNN_pool	6000	300	2	0.5514119001229604	2449	456.5464284420013
2CNN_pool_fold2_300bp_6000seqs	test	0.5024072295867679	0.4605680868838763	0.4758669122562475	1200	2CNN_pool	6000	300	2	0.5514119001229604	2449	456.5464284420013
2CNN_fold3_50bp_10000seqs	train	0.9915611814345991	0.9999149659863944	0.9956839732959136	8000	2CNN	10000	50	3	0.0198296712711453	1832	518.401638507843
2CNN_fold3_50bp_10000seqs	test	0.930632008154944	0.9009100131280584	0.9138499893216876	2000	2CNN	10000	50	3	0.0198296712711453	1832	518.401638507843
2CNN_fold3_300bp_2000seqs	train	0.6915167151903973	0.9270016101794192	0.7697480732612788	1600	2CNN	2000	300	3	0.6904634523391724	65	34.8569130897522
2CNN_fold3_300bp_2000seqs	test	0.3363364061249257	0.3477489177489177	0.3381273783800909	400	2CNN	2000	300	3	0.6904634523391724	65	34.8569130897522
2CNN_fold4_50bp_6000seqs	train	0.9935897435897436	0.999929228591649	0.9967283645842888	4800	2CNN	6000	50	4	0.051948444545269	1924	316.6035056114197
2CNN_fold4_50bp_6000seqs	test	0.8943390505890506	0.6629697405398339	0.7158309712312253	1200	2CNN	6000	50	4	0.051948444545269	1924	316.6035056114197
CNN_simple_fold1_150bp_2000seqs	train	0.6517273576097106	0.9738780977896851	0.750702601067739	1600	CNN_simple	2000	150	1	0.5293188142776489	122	22.886608123779297
CNN_simple_fold1_150bp_2000seqs	test	0.3234265734265734	0.3169283799310609	0.3182758620689655	400	CNN_simple	2000	150	1	0.5293188142776489	122	22.886608123779297
CNN_simple_fold3_150bp_2000seqs	train	0.6657967232129911	0.9756642107613308	0.7640726410314388	1600	CNN_simple	2000	150	3	0.471473354101181	83	21.45394539833069
CNN_simple_fold3_150bp_2000seqs	test	0.3302962489343563	0.3303332056683263	0.3300973691466051	400	CNN_simple	2000	150	3	0.471473354101181	83	21.45394539833069
2CNN_fold2_150bp_2000seqs	train	0.7864659219685931	0.9886135298057602	0.8669121523426928	1600	2CNN	2000	150	2	0.5854625058174133	454	48.36096668243408
2CNN_fold2_150bp_2000seqs	test	0.3096539162112933	0.3038427167113494	0.3067207938655841	400	2CNN	2000	150	2	0.5854625058174133	454	48.36096668243408
2CNN_fold0_300bp_2000seqs	train	0.7089048481711525	0.9633595051153936	0.7944089553666842	1600	2CNN	2000	300	0	0.7194069123268128	173	39.29016089439392
2CNN_fold0_300bp_2000seqs	test	0.3275039745627981	0.3348917748917748	0.3287317855399846	400	2CNN	2000	300	0	0.7194069123268128	173	39.29016089439392
CNN_simple_fold1_50bp_10000seqs	train	0.6824663614925787	0.9934948979591836	0.7851785518276536	8000	CNN_simple	10000	50	1	0.2125659408569336	824	212.5207569599152
CNN_simple_fold1_50bp_10000seqs	test	0.3734466536040023	0.4314596013844133	0.3876516476015466	2000	CNN_simple	10000	50	1	0.2125659408569336	824	212.5207569599152
CNN_simple_fold0_300bp_6000seqs	train	0.621446345354582	0.9196351416289956	0.6982920179425475	4800	CNN_simple	6000	300	0	0.8547685257593791	70	70.27750658988953
CNN_simple_fold0_300bp_6000seqs	test	0.3463740107502309	0.355598202966624	0.3418063287563737	1200	CNN_simple	6000	300	0	0.8547685257593791	70	70.27750658988953
2CNN_fold0_150bp_6000seqs	train	0.8681773879142302	0.9939191694475342	0.9203994895864244	4800	2CNN	6000	150	0	0.5002249113718669	709	175.03997230529785
2CNN_fold0_150bp_6000seqs	test	0.3892710892710893	0.399698631015357	0.3938533181545218	1200	2CNN	6000	150	0	0.5002249113718669	709	175.03997230529785
2CNN_pool_fold0_300bp_2000seqs	train	0.7933453407905963	0.9781108731858196	0.8633118134460034	1600	2CNN_pool	2000	300	0	0.7765014624595642	745	76.88987016677856
2CNN_pool_fold0_300bp_2000seqs	test	0.3326797385620915	0.3373593073593073	0.3340137623495944	400	2CNN_pool	2000	300	0	0.7765014624595642	745	76.88987016677856
CNN_simple_fold4_300bp_10000seqs	train	0.4889954545598411	0.73043893954223	0.5191487997219421	8000	CNN_simple	10000	300	4	0.8941663703918457	26	111.66707801818848
CNN_simple_fold4_300bp_10000seqs	test	0.3309214781770384	0.3358288432530552	0.3052454414821802	2000	CNN_simple	10000	300	4	0.8941663703918457	26	111.66707801818848
CNN_simple_fold4_50bp_10000seqs	train	0.7422480620155039	0.9957057823129252	0.8377926289939656	8000	CNN_simple	10000	50	4	0.1734941116571426	726	187.64689207077024
CNN_simple_fold4_50bp_10000seqs	test	0.4105128504955169	0.5030254206945936	0.4375844546237404	2000	CNN_simple	10000	50	4	0.1734941116571426	726	187.64689207077024
2CNN_fold2_300bp_6000seqs	train	0.937111801242236	0.9945747566618798	0.9634922578063472	4800	2CNN	6000	300	2	0.8728860608736674	606	178.19637799263
2CNN_fold2_300bp_6000seqs	test	0.3227571928321553	0.3254301254301254	0.32368735775792	1200	2CNN	6000	300	2	0.8728860608736674	606	178.19637799263
2CNN_pool_fold4_300bp_6000seqs	train	0.9366001515534226	0.9944949736716132	0.9630734674026504	4800	2CNN_pool	6000	300	4	0.4927486713727315	2482	460.1848504543304
2CNN_pool_fold4_300bp_6000seqs	test	0.5270190753938363	0.5352705773758405	0.5263876235521633	1200	2CNN_pool	6000	300	4	0.4927486713727315	2482	460.1848504543304
2CNN_pool_fold1_150bp_2000seqs	train	0.9285912753542652	0.997097566421076	0.9597622780231778	1600	2CNN_pool	2000	150	1	0.4808274829387665	2942	172.55161213874817
2CNN_pool_fold1_150bp_2000seqs	test	0.3666666666666667	0.3603983148219072	0.3632250102838337	400	2CNN_pool	2000	150	1	0.4808274829387665	2942	172.55161213874817
CNN_simple_fold1_50bp_6000seqs	train	0.7551456829724673	0.9961783439490444	0.8476279079573148	4800	CNN_simple	6000	50	1	0.1752598239481449	620	104.80170345306396
CNN_simple_fold1_50bp_6000seqs	test	0.3786528633206656	0.3932030586236194	0.3849240841085199	1200	CNN_simple	6000	50	1	0.1752598239481449	620	104.80170345306396
CNN_simple_fold0_150bp_6000seqs	train	0.6472653045651385	0.9744901742677048	0.7468434251640358	4800	CNN_simple	6000	150	0	0.6055334893862406	267	81.17528963088989
CNN_simple_fold0_150bp_6000seqs	test	0.3323586070212757	0.3313564728155475	0.3270744396507128	1200	CNN_simple	6000	150	0	0.6055334893862406	267	81.17528963088989
2CNN_fold1_300bp_6000seqs	train	0.8075461314897935	0.978857507579384	0.8747614884165454	4800	2CNN	6000	300	1	0.8184505565961202	386	143.20636558532715
2CNN_fold1_300bp_6000seqs	test	0.3547461666122924	0.3637608006029059	0.3569255996032346	1200	2CNN	6000	300	1	0.8184505565961202	386	143.20636558532715
CNN_simple_fold2_150bp_6000seqs	train	0.587953795379538	0.9633667037449016	0.6822862932055771	4800	CNN_simple	6000	150	2	0.7040311940511068	210	74.77747702598572
CNN_simple_fold2_150bp_6000seqs	test	0.3389379578064904	0.3477509126975319	0.3281168181923013	1200	CNN_simple	6000	150	2	0.7040311940511068	210	74.77747702598572
2CNN_pool_fold2_150bp_6000seqs	train	0.868749200080449	0.9942157953281424	0.922464175908694	4800	2CNN_pool	6000	150	2	0.1505474572380384	2351	410.692120552063
2CNN_pool_fold2_150bp_6000seqs	test	0.7358725114096617	0.8791398159725562	0.7945036961650699	1200	2CNN_pool	6000	150	2	0.1505474572380384	2351	410.692120552063
2CNN_fold2_300bp_2000seqs	train	0.7465740204593708	0.9707351891506066	0.8265061903820877	1600	2CNN	2000	300	2	0.7279126071929931	133	75.03725171089172
2CNN_fold2_300bp_2000seqs	test	0.3220343788764841	0.3208658008658008	0.3212060971536445	400	2CNN	2000	300	2	0.7279126071929931	133	75.03725171089172
2CNN_fold1_150bp_6000seqs	train	0.9732059060686574	0.9990359658880238	0.9858122427518788	4800	2CNN	6000	150	1	0.3258144008119901	2028	365.71650409698486
2CNN_fold1_150bp_6000seqs	test	0.5466950753657964	0.4726731248083561	0.5002552979701719	1200	2CNN	6000	150	1	0.3258144008119901	2028	365.71650409698486
2CNN_pool_fold4_150bp_10000seqs	train	0.9011696386994276	0.9961787967653072	0.9444925436299496	8000	2CNN_pool	10000	150	4	0.1027625170648098	2379	730.2063035964966
2CNN_pool_fold4_150bp_10000seqs	test	0.7804033335531259	0.95906614056156	0.8532567862649397	2000	2CNN_pool	10000	150	4	0.1027625170648098	2379	730.2063035964966
2CNN_pool_fold4_50bp_10000seqs	train	0.96980056980057	0.9996598639455782	0.9841918316094646	8000	2CNN_pool	10000	50	4	0.0168314010798931	3324	798.0657157897949
2CNN_pool_fold4_50bp_10000seqs	test	0.925925925925926	0.9989795918367348	0.9578223471299608	2000	2CNN_pool	10000	50	4	0.0168314010798931	3324	798.0657157897949
2CNN_pool_fold1_300bp_2000seqs	train	0.7119913291949946	0.9635974304068524	0.7969251013796125	1600	2CNN_pool	2000	300	1	0.7414593148231506	641	272.99351930618286
2CNN_pool_fold1_300bp_2000seqs	test	0.3330560028627661	0.3336363636363635	0.3306106837264106	400	2CNN_pool	2000	300	1	0.7414593148231506	641	272.99351930618286
2CNN_fold4_150bp_6000seqs	train	0.9851028806584362	0.9994809047089358	0.9922065800683746	4800	2CNN	6000	150	4	0.4341456588109334	2147	381.9739420413971
2CNN_fold4_150bp_6000seqs	test	0.4579390434595061	0.4406107448812075	0.4485826124654375	1200	2CNN	6000	150	4	0.4341456588109334	2147	381.9739420413971
2CNN_fold4_150bp_10000seqs	train	1.0	1.0	1.0	8000	2CNN	10000	150	4	0.084853304028511	2165	680.1582698822021
2CNN_fold4_150bp_10000seqs	test	0.8966312878413131	0.8349555669926231	0.8637731891473478	2000	2CNN	10000	150	4	0.084853304028511	2165	680.1582698822021
2CNN_pool_fold4_150bp_6000seqs	train	0.9893145469451275	0.99962921764924	0.9944274571670808	4800	2CNN_pool	6000	150	4	0.0869849284986654	2775	471.3054995536804
2CNN_pool_fold4_150bp_6000seqs	test	0.8300092760498416	0.98374243392037	0.8953369776799319	1200	2CNN_pool	6000	150	4	0.0869849284986654	2775	471.3054995536804
CNN_simple_fold0_300bp_2000seqs	train	0.8208061002178649	0.9823935284320724	0.8873592753794673	1600	CNN_simple	2000	300	0	0.6337046551704407	84	38.77119207382202
CNN_simple_fold0_300bp_2000seqs	test	0.2986882265082148	0.3023809523809523	0.3005216640085061	400	CNN_simple	2000	300	0	0.6337046551704407	84	38.77119207382202
2CNN_pool_fold1_150bp_6000seqs	train	0.8753647430536194	0.9943641082684463	0.9253725900445154	4800	2CNN_pool	6000	150	1	0.1637931889295578	1978	359.4826135635376
2CNN_pool_fold1_150bp_6000seqs	test	0.7234073412612285	0.8431037799365201	0.7737791624554345	1200	2CNN_pool	6000	150	1	0.1637931889295578	1978	359.4826135635376
2CNN_pool_fold3_150bp_10000seqs	train	0.9971509971509972	0.9999111348084956	0.9985249463161708	8000	2CNN_pool	10000	150	3	0.028090184867382	2657	806.2483685016632
2CNN_pool_fold3_150bp_10000seqs	test	0.9683915960474344	0.993958208955224	0.9806277179791936	2000	2CNN_pool	10000	150	3	0.028090184867382	2657	806.2483685016632
2CNN_fold3_150bp_2000seqs	train	0.6308876179848422	0.9700826077249386	0.7289389138908923	1600	2CNN	2000	150	3	0.5895822262763977	201	35.99421453475952
2CNN_fold3_150bp_2000seqs	test	0.3547174539531386	0.3609728073535044	0.354054054054054	400	2CNN	2000	150	3	0.5895822262763977	201	35.99421453475952
CNN_simple_fold3_50bp_2000seqs	train	0.6818181818181818	0.993401447424436	0.7875174147913491	1600	CNN_simple	2000	50	3	0.2298912706971168	276	26.07617783546448
CNN_simple_fold3_50bp_2000seqs	test	0.35970409051349	0.3863597612958226	0.3674418604651162	400	CNN_simple	2000	50	3	0.2298912706971168	276	26.07617783546448
2CNN_fold1_50bp_10000seqs	train	1.0	1.0	1.0	8000	2CNN	10000	50	1	0.0307408125475049	1596	463.6077847480774
2CNN_fold1_50bp_10000seqs	test	0.8699844850220789	0.8633011099176513	0.8653061224489796	2000	2CNN	10000	50	1	0.0307408125475049	1596	463.6077847480774
CNN_simple_fold2_50bp_10000seqs	train	0.850824587706147	0.9979591836734696	0.9141142778204552	8000	CNN_simple	10000	50	2	0.1414729421138763	524	159.85347485542297
CNN_simple_fold2_50bp_10000seqs	test	0.4555702883492034	0.4732396467358873	0.463766185268734	2000	CNN_simple	10000	50	2	0.1414729421138763	524	159.85347485542297
2CNN_pool_fold0_150bp_10000seqs	train	0.9571083974069048	0.9984892917444238	0.9764891145102818	8000	2CNN_pool	10000	150	0	0.0436326206028461	1249	446.28788805007935
2CNN_pool_fold0_150bp_10000seqs	test	0.931227831980887	0.98678886029622	0.957023258741699	2000	2CNN_pool	10000	150	0	0.0436326206028461	1249	446.28788805007935
2CNN_pool_fold2_50bp_2000seqs	train	0.6481481481481481	0.9919114516815668	0.7565898154133448	1600	2CNN_pool	2000	50	2	0.2365929007530212	1009	72.41338777542114
2CNN_pool_fold2_50bp_2000seqs	test	0.3255813953488372	0.3222506393861892	0.3239074550128534	400	2CNN_pool	2000	50	2	0.2365929007530212	1009	72.41338777542114
2CNN_fold0_50bp_2000seqs	train	0.8180708180708182	0.9972328650489568	0.8929595601605861	1600	2CNN	2000	50	0	0.2891364057362079	871	66.58489060401917
2CNN_fold0_50bp_2000seqs	test	0.3566555608440425	0.3855072463768116	0.3642194911599827	400	2CNN	2000	50	0	0.2891364057362079	871	66.58489060401917
2CNN_fold3_150bp_6000seqs	train	0.9979035639413	0.999925843529848	0.998911392929248	4800	2CNN	6000	150	3	0.2502066591382026	1874	343.05147099494934
2CNN_fold3_150bp_6000seqs	test	0.6755364519449026	0.6446340948120307	0.658323629871138	1200	2CNN	6000	150	3	0.2502066591382026	1874	343.05147099494934
2CNN_pool_fold3_300bp_10000seqs	train	0.9993489583333334	0.9999523605354677	0.9996503395299566	8000	2CNN_pool	10000	300	3	0.0645271655023098	2486	815.2806196212769
2CNN_pool_fold3_300bp_10000seqs	test	0.9671259089169538	0.9975223937488088	0.981900326618218	2000	2CNN_pool	10000	300	3	0.0645271655023098	2486	815.2806196212769
2CNN_pool_fold1_50bp_2000seqs	train	0.7672413793103449	0.9959557258407834	0.8540501770183749	1600	2CNN_pool	2000	50	1	0.1798920774459839	1662	99.02133560180664
2CNN_pool_fold1_50bp_2000seqs	test	0.4376762549351382	0.3957374254049446	0.4111464968152866	400	2CNN_pool	2000	50	1	0.1798920774459839	1662	99.02133560180664
CNN_simple_fold2_50bp_2000seqs	train	0.718007662835249	0.9946785866326096	0.8178544245876912	1600	CNN_simple	2000	50	2	0.2556220889091491	349	31.22985816001892
CNN_simple_fold2_50bp_2000seqs	test	0.3254593175853018	0.3171355498721228	0.3212435233160622	400	CNN_simple	2000	50	2	0.2556220889091491	349	31.22985816001892
2CNN_fold2_150bp_10000seqs	train	1.0	1.0	1.0	8000	2CNN	10000	150	2	0.1506422352790832	4510	1265.730435848236
2CNN_fold2_150bp_10000seqs	test	0.8610205610402387	0.7467571109967404	0.7962254752090644	2000	2CNN	10000	150	2	0.1506422352790832	4510	1265.730435848236
