,model_name,split,mac_precision,mac_recall,mac_f1,support,model_type,ds_size,seq_len,fold,best_val_score,epoch_stop,total_time
0,2CNN_pool_fold3_80bp_10000seqs,train,0.8665765765765766,0.997137341055855,0.9233062590514272,5175,2CNN_pool,10000,80,3,0.0983218792725175,2658,435.9498517513275
1,2CNN_pool_fold3_80bp_10000seqs,test,0.6945138903237211,0.7875496175815663,0.7353663312584316,1294,2CNN_pool,10000,80,3,0.0983218792725175,2658,435.9498517513275
0,2CNN_pool_fold4_70bp_6000seqs,train,0.8801447308909996,0.9976004173187272,0.9311987207574908,3294,2CNN_pool,6000,70,4,0.1381449772460946,1965,213.3486466407776
1,2CNN_pool_fold4_70bp_6000seqs,test,0.571127736215018,0.5415851010344127,0.5543485804463998,824,2CNN_pool,6000,70,4,0.1381449772460946,1965,213.3486466407776
0,2CNN_pool_fold0_110bp_6000seqs,train,0.8991935483870969,0.9975806451612904,0.944115316829599,2580,2CNN_pool,6000,110,0,0.2890514891800406,1903,173.5622386932373
1,2CNN_pool_fold0_110bp_6000seqs,test,0.4363469059121233,0.4294182519988972,0.4315737748803649,645,2CNN_pool,6000,110,0,0.2890514891800406,1903,173.5622386932373
0,2CNN_pool_fold4_100bp_6000seqs,train,0.8242498469075321,0.9946585823588856,0.8955462026787918,2412,2CNN_pool,6000,100,4,0.3066481829479041,1241,112.74409604072572
1,2CNN_pool_fold4_100bp_6000seqs,test,0.4053268017123439,0.3977728346240456,0.4012273051674834,604,2CNN_pool,6000,100,4,0.3066481829479041,1241,112.74409604072572
0,2CNN_pool_fold0_60bp_2000seqs,train,0.7893772893772893,0.9959085439229844,0.8726186420076383,1422,2CNN_pool,2000,60,0,0.1986820503567042,1360,74.24474620819092
1,2CNN_pool_fold0_60bp_2000seqs,test,0.3625958319835871,0.4051392891450527,0.3749535488665923,356,2CNN_pool,2000,60,0,0.1986820503567042,1360,74.24474620819092
0,2CNN_pool_fold2_70bp_6000seqs,train,0.7106753812636165,0.9920709441836202,0.8111974180412477,3294,2CNN_pool,6000,70,2,0.1843755717922761,1008,130.21009159088135
1,2CNN_pool_fold2_70bp_6000seqs,test,0.4566640553152355,0.5302193981793482,0.4839159244331658,824,2CNN_pool,6000,70,2,0.1843755717922761,1008,130.21009159088135
0,2CNN_pool_fold2_40bp_6000seqs,train,0.8061759029500966,0.9970225435984688,0.8833500684323327,4800,2CNN_pool,6000,40,2,0.0968626933917403,2495,408.34136748313904
1,2CNN_pool_fold2_40bp_6000seqs,test,0.5913774054513447,0.7808019639934534,0.6571571571571572,1200,2CNN_pool,6000,40,2,0.0968626933917403,2495,408.34136748313904
0,2CNN_pool_fold0_40bp_2000seqs,train,0.9695767195767196,0.9995715509854328,0.9842012221433444,1600,2CNN_pool,2000,40,0,0.1318973342329263,3633,195.0124764442444
1,2CNN_pool_fold0_40bp_2000seqs,test,0.5781786941580757,0.6011445709389154,0.5888674388674389,400,2CNN_pool,2000,40,0,0.1318973342329263,3633,195.0124764442444
0,2CNN_pool_fold4_90bp_6000seqs,train,0.8510928961748633,0.9960366270329368,0.9140237778307484,2539,2CNN_pool,6000,90,4,0.2304853854686256,1472,132.3803355693817
1,2CNN_pool_fold4_90bp_6000seqs,test,0.4565480664829199,0.4308813226846014,0.4409334674040555,635,2CNN_pool,6000,90,4,0.2304853854686256,1472,132.3803355693817
0,2CNN_pool_fold1_30bp_2000seqs,train,0.6312925170068028,0.9899765408402644,0.7394305341479043,1600,2CNN_pool,2000,30,1,0.2094412752985954,764,61.28130078315735
1,2CNN_pool_fold1_30bp_2000seqs,test,0.5076115485564304,0.7047314578005115,0.5682963553429875,400,2CNN_pool,2000,30,1,0.2094412752985954,764,61.28130078315735
0,2CNN_pool_fold2_100bp_2000seqs,train,1.0,1.0,1.0,929,2CNN_pool,2000,100,2,0.2528589124843286,1257,48.26806855201721
1,2CNN_pool_fold2_100bp_2000seqs,test,0.4326970141948115,0.4092261904761904,0.4189631506704677,233,2CNN_pool,2000,100,2,0.2528589124843286,1257,48.26806855201721
0,2CNN_pool_fold4_40bp_6000seqs,train,0.7222222222222223,0.9950375726641146,0.8220615820674463,4800,2CNN_pool,6000,40,4,0.1208768292268117,1693,297.56234765052795
1,2CNN_pool_fold4_40bp_6000seqs,test,0.5657216494845362,0.6491743953446081,0.5910233876458758,1200,2CNN_pool,6000,40,4,0.1208768292268117,1693,297.56234765052795
0,2CNN_pool_fold1_20bp_6000seqs,train,0.730952380952381,0.9945949790199844,0.8286882513833067,4800,2CNN_pool,6000,20,1,0.1253711964686711,2450,378.5488436222077
1,2CNN_pool_fold1_20bp_6000seqs,test,0.5455733743409491,0.8005546075085324,0.6217532467532466,1200,2CNN_pool,6000,20,1,0.1253711964686711,2450,378.5488436222077
0,2CNN_pool_fold2_120bp_10000seqs,train,0.9441687344913152,0.9987637150363158,0.9698562556285494,4495,2CNN_pool,10000,120,2,0.2497808426300402,3267,467.3073329925537
1,2CNN_pool_fold2_120bp_10000seqs,test,0.4542552632207804,0.4640006178560394,0.4583729324928614,1124,2CNN_pool,10000,120,2,0.2497808426300402,3267,467.3073329925537
0,2CNN_pool_fold0_100bp_10000seqs,train,0.8420633022402934,0.9960093366463368,0.9081424881464992,4598,2CNN_pool,10000,100,0,0.1317840657156446,1542,250.41793990135196
1,2CNN_pool_fold0_100bp_10000seqs,test,0.6088145018596758,0.7461051542882579,0.6614059791924181,1150,2CNN_pool,10000,100,0,0.1317840657156446,1542,250.41793990135196
0,2CNN_pool_fold0_110bp_10000seqs,train,0.8648851148851149,0.9960765473616784,0.92086903748409,4337,2CNN_pool,10000,110,0,0.1860963962937829,2252,322.7372350692749
1,2CNN_pool_fold0_110bp_10000seqs,test,0.5323449051751848,0.5588776817162985,0.5443474689143601,1085,2CNN_pool,10000,110,0,0.1860963962937829,2252,322.7372350692749
0,2CNN_pool_fold0_80bp_2000seqs,train,0.8197101449275362,0.996092575894199,0.8937712035718679,1144,2CNN_pool,2000,80,0,0.2633451925707863,719,38.15713834762573
1,2CNN_pool_fold0_80bp_2000seqs,test,0.3915764139590854,0.4070743405275779,0.3983983983983984,286,2CNN_pool,2000,80,0,0.2633451925707863,719,38.15713834762573
0,2CNN_pool_fold1_130bp_6000seqs,train,0.951007326007326,0.999079507536532,0.974061803323291,2997,2CNN_pool,6000,130,1,0.3289210833708445,2155,222.15238428115845
1,2CNN_pool_fold1_130bp_6000seqs,test,0.3218390804597701,0.3218390804597701,0.3218390804597701,750,2CNN_pool,6000,130,1,0.3289210833708445,2155,222.15238428115845
0,2CNN_pool_fold4_140bp_6000seqs,train,0.9743494882229622,0.9995828118481436,0.9867143522309458,3296,2CNN_pool,6000,140,4,0.2976555217147776,1594,192.50091981887817
1,2CNN_pool_fold4_140bp_6000seqs,test,0.3230579531442663,0.3275,0.3252638112973308,825,2CNN_pool,6000,140,4,0.2976555217147776,1594,192.50091981887817
0,2CNN_pool_fold1_80bp_10000seqs,train,0.9325337902151152,0.9986685307236536,0.9632306291405364,5175,2CNN_pool,10000,80,1,0.0930967336719196,3198,501.2951993942261
1,2CNN_pool_fold1_80bp_10000seqs,test,0.6786547796863331,0.8031513215219285,0.7305507660603426,1294,2CNN_pool,10000,80,1,0.0930967336719196,3198,501.2951993942261
0,2CNN_pool_fold1_30bp_10000seqs,train,0.7199346405228758,0.9945982731487388,0.8163769120898516,8000,2CNN_pool,10000,30,1,0.0509071757793426,3872,986.0208373069764
1,2CNN_pool_fold1_30bp_10000seqs,test,0.6862378996525337,0.978001409854396,0.786831568097532,2000,2CNN_pool,10000,30,1,0.0509071757793426,3872,986.0208373069764
0,2CNN_pool_fold2_50bp_6000seqs,train,0.8686791814645697,0.9980851063829786,0.9237187804366008,4800,2CNN_pool,6000,50,2,0.0728633365345498,3356,491.8333039283752
1,2CNN_pool_fold2_50bp_6000seqs,test,0.7493363946369062,0.7596999454446264,0.7522831429259815,1200,2CNN_pool,6000,50,2,0.0728633365345498,3356,491.8333039283752
0,2CNN_pool_fold0_120bp_10000seqs,train,0.8900654269972451,0.9972183588317108,0.9386805562398894,4495,2CNN_pool,10000,120,0,0.1774166548803607,1829,290.5635714530945
1,2CNN_pool_fold0_120bp_10000seqs,test,0.5601112644282367,0.5985696632684584,0.5733433879684462,1124,2CNN_pool,10000,120,0,0.1774166548803607,1829,290.5635714530945
0,2CNN_pool_fold1_40bp_10000seqs,train,0.8022030651340998,0.997021530082546,0.8823718544077578,8000,2CNN_pool,10000,40,1,0.0597943657636642,2937,752.9917171001434
1,2CNN_pool_fold1_40bp_10000seqs,test,0.6626121926955286,0.8997616615594143,0.7485874633415618,2000,2CNN_pool,10000,40,1,0.0597943657636642,2937,752.9917171001434
0,2CNN_pool_fold2_150bp_2000seqs,train,0.7969730527870063,0.9914926527455532,0.8723683301015378,904,2CNN_pool,2000,150,2,0.3659038258864816,536,29.5169358253479
1,2CNN_pool_fold2_150bp_2000seqs,test,0.3176100628930817,0.3117283950617284,0.3146417445482866,226,2CNN_pool,2000,150,2,0.3659038258864816,536,29.5169358253479
0,2CNN_pool_fold0_50bp_10000seqs,train,0.8942798774259448,0.9985958641817718,0.9408751330269792,8000,2CNN_pool,10000,50,0,0.0398311383724212,3011,718.1990149021149
1,2CNN_pool_fold0_50bp_10000seqs,test,0.7104216936688498,0.9307797953280342,0.7943673980739158,2000,2CNN_pool,10000,50,0,0.0398311383724212,3011,718.1990149021149
0,2CNN_pool_fold4_130bp_10000seqs,train,0.846816714282396,0.996026767043078,0.9072292603152972,4965,2CNN_pool,10000,130,4,0.2228936430624717,1017,204.8453712463379
1,2CNN_pool_fold4_130bp_10000seqs,test,0.4392048054919908,0.4210144927536232,0.42812022334094,1242,2CNN_pool,10000,130,4,0.2228936430624717,1017,204.8453712463379
0,2CNN_pool_fold4_90bp_10000seqs,train,0.9959349593495936,0.999930001399972,0.997920007249696,4928,2CNN_pool,10000,90,4,0.0881391275018477,2906,447.7336859703064
1,2CNN_pool_fold4_90bp_10000seqs,test,0.7024259751373352,0.7723507111416431,0.7307333767510759,1233,2CNN_pool,10000,90,4,0.0881391275018477,2906,447.7336859703064
0,2CNN_pool_fold4_140bp_2000seqs,train,0.7174074074074075,0.9907786885245904,0.8123357564867,1010,2CNN_pool,2000,140,4,0.2475423754557319,472,27.47504830360413
1,2CNN_pool_fold4_140bp_2000seqs,test,0.4335600907029478,0.407103825136612,0.4183464796961729,253,2CNN_pool,2000,140,4,0.2475423754557319,472,27.47504830360413
0,2CNN_pool_fold2_60bp_10000seqs,train,0.910501700680272,0.9987105093488072,0.9512855977775172,6889,2CNN_pool,10000,60,2,0.0543783549803135,3009,619.4168169498444
1,2CNN_pool_fold2_60bp_10000seqs,test,0.7775380273934888,0.8875380815892416,0.8259949540164402,1723,2CNN_pool,10000,60,2,0.0543783549803135,3009,619.4168169498444
0,2CNN_pool_fold3_60bp_10000seqs,train,0.9773158568339292,0.9997024252343402,0.9882954688199304,6889,2CNN_pool,10000,60,3,0.0305805392390375,4952,886.0730249881744
1,2CNN_pool_fold3_60bp_10000seqs,test,0.8404512965916475,0.9476204640095182,0.8887376168915088,1723,2CNN_pool,10000,60,3,0.0305805392390375,4952,886.0730249881744
0,2CNN_pool_fold2_140bp_2000seqs,train,0.7976588628762542,0.994877049180328,0.8776512468333914,1010,2CNN_pool,2000,140,2,0.3538915247549652,320,22.97898411750793
1,2CNN_pool_fold2_140bp_2000seqs,test,0.3209366391184573,0.3183060109289617,0.3196159122085048,253,2CNN_pool,2000,140,2,0.3538915247549652,320,22.97898411750793
0,2CNN_pool_fold0_70bp_10000seqs,train,0.8650413223140495,0.9974293059125964,0.9235954287323622,6011,2CNN_pool,10000,70,0,0.0682354169245251,1780,352.1756362915039
1,2CNN_pool_fold0_70bp_10000seqs,test,0.6796164578340925,0.8785717005559363,0.7550965401587808,1503,2CNN_pool,10000,70,0,0.0682354169245251,1780,352.1756362915039
0,2CNN_pool_fold2_80bp_2000seqs,train,0.890909090909091,0.9978960024045688,0.9386657682022962,1144,2CNN_pool,2000,80,2,0.3118221547741156,1289,55.81594920158386
1,2CNN_pool_fold2_80bp_2000seqs,test,0.3237410071942446,0.3237410071942446,0.3237410071942446,286,2CNN_pool,2000,80,2,0.3118221547741156,1289,55.81594920158386
0,2CNN_pool_fold2_100bp_6000seqs,train,0.9770114942528736,0.9994225494442038,0.9878062625136748,2412,2CNN_pool,6000,100,2,0.2591976651687496,3325,245.84224653244016
1,2CNN_pool_fold2_100bp_6000seqs,test,0.4541095890410958,0.4272807162080518,0.4385942036544446,604,2CNN_pool,6000,100,2,0.2591976651687496,3325,245.84224653244016
0,2CNN_pool_fold1_20bp_2000seqs,train,0.7044932079414838,0.991848991848992,0.8057429250319775,1600,2CNN_pool,2000,20,1,0.1823146304488182,1610,93.75679636001588
1,2CNN_pool_fold1_20bp_2000seqs,test,0.4206488810710446,0.5577182029624189,0.4571180555555555,400,2CNN_pool,2000,20,1,0.1823146304488182,1610,93.75679636001588
0,2CNN_pool_fold1_100bp_10000seqs,train,0.9206856169487916,0.99826820269558,0.9569461327220296,4598,2CNN_pool,10000,100,1,0.1130074781179428,2494,366.17139196395874
1,2CNN_pool_fold1_100bp_10000seqs,test,0.7023103433252659,0.8134866396973148,0.7498873348873348,1150,2CNN_pool,10000,100,1,0.1130074781179428,2494,366.17139196395874
0,2CNN_pool_fold2_110bp_2000seqs,train,0.7468982630272952,0.9921400500178637,0.8381948552772848,968,2CNN_pool,2000,110,2,0.2420252996339719,522,28.23170304298401
1,2CNN_pool_fold2_110bp_2000seqs,test,0.3774928774928774,0.3886039886039886,0.3825433825433825,243,2CNN_pool,2000,110,2,0.2420252996339719,522,28.23170304298401
0,2CNN_pool_fold3_120bp_2000seqs,train,0.8503289473684211,0.9953051643192488,0.9099350253505212,961,2CNN_pool,2000,120,3,0.411920538458092,569,29.786715269088745
1,2CNN_pool_fold3_120bp_2000seqs,test,0.3201174743024963,0.3132183908045977,0.3166303558460421,241,2CNN_pool,2000,120,3,0.411920538458092,569,29.786715269088745
0,2CNN_pool_fold2_60bp_6000seqs,train,0.906341374269006,0.9985477532889117,0.9489049746878648,4006,2CNN_pool,6000,60,2,0.1006141993516457,2489,316.2658894062042
1,2CNN_pool_fold2_60bp_6000seqs,test,0.5766591375024946,0.6591530054644809,0.6116001571482786,1002,2CNN_pool,6000,60,2,0.1006141993516457,2489,316.2658894062042
0,2CNN_pool_fold2_120bp_2000seqs,train,0.8437001594896332,0.9949440231130372,0.9048601002749472,961,2CNN_pool,2000,120,2,0.3749829054620751,570,29.710674047470093
1,2CNN_pool_fold2_120bp_2000seqs,test,0.3229629629629629,0.3132183908045977,0.3180160466812545,241,2CNN_pool,2000,120,2,0.3749829054620751,570,29.710674047470093
0,2CNN_pool_fold1_70bp_6000seqs,train,0.928200129954516,0.9987480438184664,0.9613847607957544,3294,2CNN_pool,6000,70,1,0.1369905758251264,2824,288.8116772174835
1,2CNN_pool_fold1_70bp_6000seqs,test,0.5523371884896048,0.4932741781928265,0.5175828737472573,824,2CNN_pool,6000,70,1,0.1369905758251264,2824,288.8116772174835
0,2CNN_pool_fold1_40bp_6000seqs,train,0.8422705314009663,0.9978023536083936,0.9087612237147332,4800,2CNN_pool,6000,40,1,0.0777584378918012,3070,485.6560750007629
1,2CNN_pool_fold1_40bp_6000seqs,test,0.5810245310245311,0.7762447717766867,0.6494550485656201,1200,2CNN_pool,6000,40,1,0.0777584378918012,3070,485.6560750007629
0,2CNN_pool_fold2_50bp_10000seqs,train,0.9282300339192108,0.9991490085950132,0.9616195789175842,8000,2CNN_pool,10000,50,2,0.0254062177240848,2008,514.6162195205688
1,2CNN_pool_fold2_50bp_10000seqs,test,0.866871916513677,0.9157587690512652,0.8848661392812468,2000,2CNN_pool,10000,50,2,0.0254062177240848,2008,514.6162195205688
0,2CNN_pool_fold0_140bp_6000seqs,train,0.9033564814814816,0.9981226533166456,0.9452870787362958,3296,2CNN_pool,6000,140,0,0.2527512613390431,1251,160.4751913547516
1,2CNN_pool_fold0_140bp_6000seqs,test,0.3498532976144916,0.3536111111111111,0.3516874480465503,825,2CNN_pool,6000,140,0,0.2527512613390431,1251,160.4751913547516
0,2CNN_pool_fold1_50bp_10000seqs,train,0.8635718089827801,0.9978299719172836,0.9179437484174938,8000,2CNN_pool,10000,50,1,0.05068939858675,2356,586.1242001056671
1,2CNN_pool_fold1_50bp_10000seqs,test,0.7531053220153258,0.9471061523128904,0.8196018770260611,2000,2CNN_pool,10000,50,1,0.05068939858675,2356,586.1242001056671
0,2CNN_pool_fold3_30bp_6000seqs,train,0.7145251778872468,0.993953620714184,0.8152996444188605,4800,2CNN_pool,6000,30,3,0.0663941665490468,2473,419.83561420440674
1,2CNN_pool_fold3_30bp_6000seqs,test,0.679398148148148,0.8986816474383662,0.7585466570693832,1200,2CNN_pool,6000,30,3,0.0663941665490468,2473,419.83561420440674
